msg_id,No.,timestamp,Source,Destination,app_protocol,src_port,dst_port,Length,TCP payload,iRTT,Flags,Request Method,Protocols in frame,message
361,5630,445.730489,::1,::1,HTTP,59659,8890,1673,(1597 bytes),0.000136000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592447531 HTTP/1.1
362,5631,445.730529,::1,::1,HTTP,59658,8890,1672,(1596 bytes),0.000075000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592447532 HTTP/1.1
363,5634,445.730700,::1,::1,HTTP,59657,8890,1671,(1595 bytes),0.000141000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592447532 HTTP/1.1
364,5636,445.730842,::1,::1,HTTP,59654,8890,1689,(1613 bytes),0.000156000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592447532 HTTP/1.1
365,5642,445.731364,::1,::1,HTTP,59660,8890,1776,(1700 bytes),0.000141000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%94%D7%92%D7%A9%D7%94/project_1.ipynb/checkpoints?1766592447532 HTTP/1.1
366,5644,445.733864,::1,::1,HTTP/JSON,8890,59659,434,(358 bytes),0.000136000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
367,5646,445.737666,::1,::1,HTTP/JSON,8890,59658,1579,(1503 bytes),0.000075000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
368,5648,445.742549,::1,::1,HTTP/JSON,8890,59657,766,(690 bytes),0.000141000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
369,5650,445.749498,::1,::1,HTTP/JSON,8890,59660,503,(427 bytes),0.000141000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
370,5730,445.772603,::1,::1,HTTP/JSON,8890,59654,4353,(4277 bytes),0.000156000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
371,5780,447.716906,::1,::1,HTTP,59661,8890,1823,(1747 bytes),0.000086000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592449517 HTTP/1.1
372,5782,447.720353,::1,::1,HTTP/JSON,8890,59661,503,(427 bytes),0.000086000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
373,5788,447.730584,::1,::1,HTTP,59662,8890,1396,(1320 bytes),0.000103000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_project_filebrowser_server/project/list HTTP/1.1
374,5790,447.734028,::1,::1,HTTP,8890,59662,410,(334 bytes),0.000103000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 101 Switching Protocols
375,5796,449.725368,::1,::1,HTTP,59661,8890,1823,(1747 bytes),0.000086000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592451526 HTTP/1.1
376,5798,449.729556,::1,::1,HTTP/JSON,8890,59661,503,(427 bytes),0.000086000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
377,5814,451.733042,::1,::1,HTTP,59661,8890,1823,(1747 bytes),0.000086000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592453534 HTTP/1.1
378,5816,451.736718,::1,::1,HTTP/JSON,8890,59661,503,(427 bytes),0.000086000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
379,5849,453.710940,::1,::1,HTTP,59665,8890,1692,(1616 bytes),0.000168000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/kernels?1766592455503 HTTP/1.1
380,5851,453.711057,::1,::1,HTTP,59666,8890,1694,(1618 bytes),0.000329000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/terminals?1766592455507 HTTP/1.1
381,5853,453.711092,::1,::1,HTTP,59667,8890,1693,(1617 bytes),0.000199000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/sessions?1766592455508 HTTP/1.1
382,5855,453.725179,::1,::1,HTTP/JSON,8890,59665,766,(690 bytes),0.000168000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
383,5857,453.726525,::1,::1,HTTP/JSON,8890,59666,434,(358 bytes),0.000329000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
384,5859,453.728783,::1,::1,HTTP/JSON,8890,59667,1579,(1503 bytes),0.000199000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
385,5861,453.733968,::1,::1,HTTP,59667,8890,1710,(1634 bytes),0.000199000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents?content=1&hash=0&1766592455536 HTTP/1.1
386,5863,453.741289,::1,::1,HTTP,59666,8890,1823,(1747 bytes),0.000329000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592455542 HTTP/1.1
387,5871,453.746088,::1,::1,HTTP/JSON,8890,59666,503,(427 bytes),0.000329000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
388,5945,453.769470,::1,::1,HTTP/JSON,8890,59667,4353,(4277 bytes),0.000199000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
389,5953,454.778456,::1,::1,HTTP,59667,8890,1717,(1641 bytes),0.000199000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /aext_assistant_server/get_disk_state?1766592456570 HTTP/1.1
390,5957,454.784183,::1,::1,HTTP/JSON,8890,59667,1212,(1136 bytes),0.000199000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
391,5966,455.002422,::1,::1,HTTP,59667,8890,708,(632 bytes),0.000199000,"0x018 (PSH, ACK)",POST,null:ipv6:tcp:http:data-text-lines,POST /aext_assistant_server/sync_disk_state?1766592456803 HTTP/1.1  (text/plain)
392,5973,455.009378,::1,::1,HTTP,8890,59667,403,(327 bytes),0.000199000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http,HTTP/1.1 200 OK
393,6000,456.733084,::1,::1,HTTP,59667,8890,1823,(1747 bytes),0.000199000,"0x018 (PSH, ACK)",GET,null:ipv6:tcp:http,GET /api/contents/Documents/Final_Project/%D7%A7%D7%91%D7%A6%D7%99%20%D7%A2%D7%96%D7%A8/raw_tcp_ip_notebook_fallback_annotated-v1.ipynb/checkpoints?1766592458532 HTTP/1.1
394,6002,456.736451,::1,::1,HTTP/JSON,8890,59667,503,(427 bytes),0.000199000,"0x018 (PSH, ACK)",,null:ipv6:tcp:http:json,"HTTP/1.1 200 OK , JSON (application/json)"
